Angle (deg),X Position (cm),Height (um)
0.966800,38.574000,1086.000000
0.966800,38.403000,965.000000
0.966800,38.246000,952.000000
0.966800,38.087000,943.000000
0.966800,37.923000,941.000000
0.966800,37.763000,938.000000
0.966800,37.602000,935.000000
0.966800,37.441000,933.000000
0.966800,37.280000,929.000000
0.966800,37.127000,927.000000
0.966800,36.973000,924.000000
0.966800,36.813000,922.000000
0.966800,36.650000,920.000000
0.966800,36.485000,917.000000
0.966800,36.325000,913.000000
0.966800,36.165000,911.000000
0.966800,36.004000,908.000000
0.966800,35.842000,905.000000
0.966800,35.682000,902.000000
0.966800,35.521000,899.000000
0.966800,35.360000,897.000000
0.966800,35.204000,894.000000
0.966800,35.053000,890.000000
0.966800,34.898000,888.000000
0.966800,34.739000,884.000000
0.966800,34.576000,882.000000
0.966800,34.408000,879.000000
0.966800,34.248000,876.000000
0.966800,34.087000,872.000000
0.966800,33.926000,870.000000
0.966800,33.767000,867.000000
0.966800,33.607000,864.000000
0.966800,33.446000,862.000000
0.966800,33.284000,859.000000
0.966800,33.131000,856.000000
0.966800,32.977000,853.000000
0.966800,32.816000,852.000000
0.966800,32.655000,850.000000
0.966800,32.488000,847.000000
0.966800,32.328000,845.000000
0.966800,32.168000,843.000000
0.966800,32.006000,842.000000
0.966800,31.846000,841.000000
0.966800,31.686000,837.000000
0.966800,31.526000,835.000000
0.966800,31.366000,834.000000
0.966800,31.209000,832.000000
0.966800,31.056000,831.000000
0.966800,30.897000,829.000000
0.966800,30.735000,827.000000
0.966800,30.572000,826.000000
0.966800,30.411000,825.000000
0.966800,30.251000,823.000000
0.966800,30.091000,821.000000
0.966800,29.928000,821.000000
0.966800,29.768000,819.000000
0.966800,29.608000,818.000000
0.966800,29.448000,816.000000
0.966800,29.287000,815.000000
0.966800,29.134000,813.000000
0.966800,28.980000,813.000000
0.966800,28.820000,812.000000
0.966800,28.655000,811.000000
0.966800,28.490000,809.000000
0.966800,28.330000,810.000000
0.966800,28.171000,808.000000
0.966800,28.010000,807.000000
0.966800,27.849000,806.000000
0.966800,27.689000,805.000000
0.966800,27.529000,804.000000
